chunk_id,theta_deg,phi_deg,M,gmin_Ainv,r_mrad,inner_ring
event://1114,50.49,269.94,0,inf,inf,0
event://1112,128.44,89.98,0,inf,inf,0
event://1117,130.74,90.05,0,inf,inf,0
event://1115,130.05,90.12,0,inf,inf,0
event://1116,49.49,269.98,0,inf,inf,0
event://1118,131.21,89.91,0,inf,inf,0
event://1119,131.63,89.95,0,inf,inf,0
event://1120,131.81,89.91,0,inf,inf,0
event://1121,47.89,269.87,0,inf,inf,0
event://1122,47.68,270.12,1,44.6074,254.67,0
event://1123,47.51,270.10,0,inf,inf,0
event://1125,132.81,89.95,0,inf,inf,0
event://1129,120.79,90.21,0,inf,inf,0
event://1124,132.59,90.04,0,inf,inf,0
event://1130,122.70,89.53,1,49.4190,282.14,0
event://1126,47.08,270.02,0,inf,inf,0
event://1127,132.82,89.97,0,inf,inf,0
event://1128,132.81,89.83,0,inf,inf,0
event://1131,123.14,90.03,0,inf,inf,0
event://1132,55.86,270.10,0,inf,inf,0
event://1133,55.28,269.98,1,46.4776,265.35,0
event://1134,54.69,269.89,0,inf,inf,0
event://1136,126.55,89.92,1,48.4404,276.56,0
event://1137,52.90,269.92,0,inf,inf,0
event://1138,52.49,270.03,0,inf,inf,0
event://1135,125.92,90.00,0,inf,inf,0
event://1139,51.96,269.97,0,inf,inf,0
event://1140,51.43,269.95,0,inf,inf,0
event://1142,129.26,89.86,0,inf,inf,0
event://1143,50.44,269.91,0,inf,inf,0
event://1141,128.89,90.14,0,inf,inf,0
event://1144,50.04,270.05,0,inf,inf,0
event://1145,130.15,89.87,0,inf,inf,0
event://1146,49.66,269.95,0,inf,inf,0
event://1147,49.49,269.83,0,inf,inf,0
event://1153,119.91,89.98,0,inf,inf,0
event://1150,130.82,90.36,1,50.7949,290.00,0
event://1148,130.64,90.14,0,inf,inf,0
event://1149,130.64,90.12,0,inf,inf,0
event://1154,59.72,270.34,0,inf,inf,0
event://1151,49.26,269.92,0,inf,inf,0
event://1152,48.94,270.00,0,inf,inf,0
event://1155,58.45,269.95,0,inf,inf,0
event://1156,122.21,90.01,0,inf,inf,0
event://1158,56.54,269.99,0,inf,inf,0
event://1157,122.83,89.89,0,inf,inf,0
event://1160,55.37,270.07,1,44.8319,255.96,0
event://1159,124.06,89.91,0,inf,inf,0
event://1162,125.67,90.11,0,inf,inf,0
event://1163,53.91,270.06,0,inf,inf,0
event://1161,54.73,269.95,0,inf,inf,0
event://1164,126.46,90.11,0,inf,inf,0
event://1166,127.37,90.00,0,inf,inf,0
event://1167,127.71,89.98,1,43.4708,248.18,0
event://1165,53.05,270.09,0,inf,inf,0
event://1169,51.78,270.07,0,inf,inf,0
event://1168,52.10,269.96,0,inf,inf,0
event://1170,51.58,269.75,0,inf,inf,0
event://1171,128.64,90.04,1,48.9364,279.39,0
event://1172,51.25,269.98,0,inf,inf,0
event://1175,128.82,90.08,1,50.7903,289.97,0
event://1173,51.19,269.95,0,inf,inf,0
event://1174,51.07,270.03,1,46.0471,262.89,0
event://1177,62.17,270.57,0,inf,inf,0
event://1176,50.94,269.99,0,inf,inf,0
event://1178,61.30,270.03,0,inf,inf,0
event://1179,60.41,270.09,0,inf,inf,0
event://1180,120.28,89.95,0,inf,inf,0
event://1181,58.98,269.91,0,inf,inf,0
event://1182,58.34,270.00,0,inf,inf,0
event://1183,122.29,90.07,1,49.4085,282.08,0
event://1184,57.16,269.98,0,inf,inf,0
event://1186,123.87,89.97,0,inf,inf,0
event://1188,124.72,89.87,0,inf,inf,0
event://1187,124.24,90.00,0,inf,inf,0
event://1185,56.63,270.02,0,inf,inf,0
event://1189,55.01,269.88,0,inf,inf,0
event://1190,54.54,270.09,0,inf,inf,0
event://1192,125.97,89.96,0,inf,inf,0
event://1191,54.35,269.92,0,inf,inf,0
event://1193,53.80,270.01,0,inf,inf,0
event://1194,126.29,89.93,0,inf,inf,0
event://1201,64.10,269.93,0,inf,inf,0
event://1196,126.78,90.06,0,inf,inf,0
event://1195,53.38,270.09,0,inf,inf,0
event://1199,53.01,269.54,0,inf,inf,0
event://1197,126.82,90.13,0,inf,inf,0
event://1198,126.92,90.02,0,inf,inf,0
event://1200,127.13,90.02,0,inf,inf,0
event://1202,63.47,269.60,0,inf,inf,0
event://1203,62.13,269.72,0,inf,inf,0
event://1204,118.55,89.92,0,inf,inf,0
event://1205,60.78,269.99,0,inf,inf,0
event://1207,59.57,270.02,0,inf,inf,0
event://1206,60.19,270.03,0,inf,inf,0
event://1209,58.46,269.94,0,inf,inf,0
event://1208,120.93,89.98,2,47.3878,270.55,0
event://1210,121.97,89.97,0,inf,inf,0
event://1211,122.39,90.06,0,inf,inf,0
event://1212,122.81,90.05,0,inf,inf,0
event://1214,56.42,269.90,0,inf,inf,0
event://1216,55.90,270.05,0,inf,inf,0
event://1215,56.19,269.90,0,inf,inf,0
event://1213,123.17,90.13,0,inf,inf,0
event://1217,55.70,270.13,0,inf,inf,0
event://1218,124.49,90.11,0,inf,inf,0
event://1219,55.33,270.01,1,44.3101,252.98,0
event://1225,65.48,270.02,1,49.1777,280.77,0
event://1226,64.78,269.97,0,inf,inf,0
event://1221,55.09,270.17,0,inf,inf,0
event://1223,54.95,270.05,0,inf,inf,0
event://1222,124.89,90.04,0,inf,inf,0
event://1220,55.17,270.01,1,44.8768,256.21,0
event://1224,54.87,270.01,1,47.6854,272.25,0
event://1227,116.14,90.22,0,inf,inf,0
event://1228,116.96,89.92,0,inf,inf,0
event://1231,118.61,90.03,0,inf,inf,0
event://1230,118.11,89.98,0,inf,inf,0
event://1233,60.46,269.99,1,45.6284,260.50,0
event://1229,62.52,269.98,0,inf,inf,0
event://1232,119.25,89.95,0,inf,inf,0
event://1234,120.11,90.05,1,47.3730,270.46,0
event://1235,59.47,270.02,0,inf,inf,0
event://1236,59.13,269.97,0,inf,inf,0
event://1237,121.30,90.07,0,inf,inf,0
event://1241,122.35,90.07,0,inf,inf,0
event://1239,58.11,269.94,1,50.7008,289.46,0
event://1240,57.89,270.00,0,inf,inf,0
event://1238,58.33,269.90,0,inf,inf,0
event://1242,122.57,90.03,0,inf,inf,0
event://1249,112.99,90.01,0,inf,inf,0
event://1244,122.90,90.07,0,inf,inf,0
event://1243,57.18,270.00,0,inf,inf,0
event://1245,57.09,269.77,0,inf,inf,0
event://1246,56.81,270.04,0,inf,inf,0
event://1250,113.69,89.56,0,inf,inf,0
event://1248,56.96,270.01,0,inf,inf,0
event://1247,56.87,270.15,0,inf,inf,0
event://1251,114.46,89.90,0,inf,inf,0
event://1252,64.87,269.96,0,inf,inf,0
event://1254,116.27,90.02,0,inf,inf,0
event://1253,115.72,90.00,1,50.3838,287.65,0
event://1258,118.29,89.96,0,inf,inf,0
event://1257,117.75,90.02,0,inf,inf,0
event://1256,117.34,89.97,0,inf,inf,0
event://1255,116.88,89.96,0,inf,inf,0
event://1259,61.37,269.97,0,inf,inf,0
event://1260,119.06,89.96,0,inf,inf,0
event://1261,60.61,270.07,0,inf,inf,0
event://1265,59.61,270.02,0,inf,inf,0
event://1262,119.69,90.01,0,inf,inf,0
event://1263,119.98,89.95,0,inf,inf,0
event://1264,120.27,90.03,0,inf,inf,0
event://1267,59.16,270.09,1,50.6284,289.05,0
event://1266,120.63,90.02,1,46.5506,265.77,0
event://1268,59.22,270.04,0,inf,inf,0
event://1273,111.36,90.04,0,inf,inf,0
event://1269,59.07,269.99,0,inf,inf,0
event://1270,58.88,270.04,0,inf,inf,0
event://1274,67.86,269.97,1,44.6336,254.82,0
event://1272,58.88,270.00,0,inf,inf,0
event://1271,121.16,90.03,1,45.8801,261.94,0
event://1275,67.07,270.01,0,inf,inf,0
event://1276,66.48,269.94,0,inf,inf,0
event://1278,114.57,90.05,0,inf,inf,0
event://1277,65.93,270.00,0,inf,inf,0
event://1281,116.01,89.94,1,49.4810,282.50,0
event://1279,115.05,89.94,0,inf,inf,0
event://1283,63.28,270.00,0,inf,inf,0
event://1280,64.49,269.97,0,inf,inf,0
event://1284,62.79,269.91,0,inf,inf,0
event://1282,116.40,90.01,0,inf,inf,0
event://1285,62.44,269.97,0,inf,inf,0
event://1286,117.77,90.11,0,inf,inf,0
event://1292,61.15,269.99,0,inf,inf,0
event://1290,118.69,89.92,0,inf,inf,0
event://1289,118.52,89.90,0,inf,inf,0
event://1287,61.95,270.01,0,inf,inf,0
event://1291,118.91,89.96,0,inf,inf,0
event://1288,118.27,90.01,1,43.8601,250.41,0
event://1293,60.98,270.00,0,inf,inf,0
event://1297,109.76,89.77,1,48.8206,278.73,0
event://1298,69.26,270.12,0,inf,inf,0
event://1299,111.13,89.98,0,inf,inf,0
event://1300,111.75,90.00,0,inf,inf,0
event://1294,119.20,89.90,0,inf,inf,0
event://1296,60.77,269.98,1,50.7805,289.92,0
event://1295,119.17,89.94,0,inf,inf,0
event://1301,112.30,90.05,0,inf,inf,0
event://1302,112.85,90.00,0,inf,inf,0
event://1303,113.34,90.01,0,inf,inf,0
event://1306,65.46,269.95,0,inf,inf,0
event://1305,114.13,89.98,0,inf,inf,0
event://1307,114.93,89.99,0,inf,inf,0
event://1304,66.20,269.97,0,inf,inf,0
event://1308,64.65,270.05,0,inf,inf,0
event://1311,116.09,89.98,0,inf,inf,0
event://1309,64.39,269.94,1,49.2358,281.10,0
event://1310,115.89,89.93,0,inf,inf,0
event://1312,63.69,269.95,0,inf,inf,0
event://1315,63.20,270.03,0,inf,inf,0
event://1314,116.81,89.97,1,47.1600,269.25,0
event://1313,63.44,270.01,0,inf,inf,0
event://1316,62.97,270.02,0,inf,inf,0
event://1321,108.31,90.03,0,inf,inf,0
event://1322,108.88,90.17,0,inf,inf,0
event://1320,117.31,90.01,0,inf,inf,0
event://1323,109.64,89.93,0,inf,inf,0
event://1324,110.18,89.96,0,inf,inf,0
event://1317,62.82,270.03,0,inf,inf,0
event://1319,62.80,270.01,0,inf,inf,0
event://1318,117.17,89.99,0,inf,inf,0
event://1325,110.78,90.19,0,inf,inf,0
event://1326,111.18,89.98,0,inf,inf,0
event://1327,68.45,269.97,0,inf,inf,0
event://1329,112.41,89.93,0,inf,inf,0
event://1330,112.75,90.06,0,inf,inf,0
event://1331,66.80,269.97,0,inf,inf,0
event://1328,68.01,269.92,0,inf,inf,0
event://1333,66.24,269.97,0,inf,inf,0
event://1332,113.40,89.94,0,inf,inf,0
event://1334,66.00,270.07,0,inf,inf,0
event://1338,65.29,270.01,0,inf,inf,0
event://1336,114.46,89.90,0,inf,inf,0
event://1339,65.08,269.95,0,inf,inf,0
event://1335,65.79,270.05,0,inf,inf,0
event://1337,65.37,269.97,0,inf,inf,0
event://1340,64.94,270.03,0,inf,inf,0
event://1341,64.85,269.88,0,inf,inf,0
event://1345,106.44,89.85,1,46.0270,262.78,0
event://1346,107.46,89.84,0,inf,inf,0
event://1342,115.26,90.04,0,inf,inf,0
event://1344,115.23,90.06,0,inf,inf,0
event://1347,108.01,90.03,0,inf,inf,0
event://1343,64.72,269.97,0,inf,inf,0
event://1348,71.49,270.02,0,inf,inf,0
event://1349,70.95,270.03,1,48.2449,275.44,0
event://1350,70.59,269.99,0,inf,inf,0
event://1351,70.16,269.99,0,inf,inf,0
event://1354,111.03,89.97,0,inf,inf,0
event://1353,69.33,270.06,1,50.4740,288.17,0
event://1352,110.32,90.10,1,47.8777,273.34,0
event://1355,68.74,269.97,1,50.7948,290.00,0
event://1357,111.90,89.93,0,inf,inf,0
event://1356,111.57,90.01,0,inf,inf,0
event://1358,67.82,270.02,0,inf,inf,0
event://1361,67.46,269.92,0,inf,inf,0
event://1362,67.10,270.01,0,inf,inf,0
event://1360,67.49,270.00,0,inf,inf,0
event://1363,113.09,90.12,0,inf,inf,0
event://1359,112.36,89.99,0,inf,inf,0
event://1369,74.68,270.03,0,inf,inf,0
event://1364,113.18,90.05,1,50.5010,288.32,0
event://1370,74.14,269.98,0,inf,inf,0
event://1365,113.25,90.00,0,inf,inf,0
event://1368,66.65,269.93,0,inf,inf,0
event://1366,66.69,270.00,0,inf,inf,0
event://1371,73.49,270.03,0,inf,inf,0
event://1367,66.69,270.02,0,inf,inf,0
event://1372,73.04,270.01,0,inf,inf,0
event://1373,107.36,89.97,0,inf,inf,0
event://1374,107.78,90.01,1,46.4092,264.96,0
event://1375,71.85,269.96,0,inf,inf,0
event://1378,70.76,269.97,0,inf,inf,0
event://1376,108.53,90.07,0,inf,inf,0
event://1377,71.08,270.02,0,inf,inf,0
event://1381,69.92,270.01,1,47.3964,270.60,0
event://1380,70.23,269.99,0,inf,inf,0
event://1379,109.44,90.04,0,inf,inf,0
event://1382,110.30,89.94,0,inf,inf,0
event://1384,69.39,269.94,0,inf,inf,0
event://1383,69.53,269.96,0,inf,inf,0
event://1385,110.68,89.97,0,inf,inf,0
event://1386,69.03,270.04,0,inf,inf,0
event://1393,104.03,90.04,0,inf,inf,0
event://1387,68.89,270.02,1,46.7164,266.71,0
event://1394,104.33,90.08,0,inf,inf,0
event://1388,111.23,90.05,0,inf,inf,0
event://1391,68.58,269.97,0,inf,inf,0
event://1392,111.43,90.02,0,inf,inf,0
event://1390,68.64,270.01,0,inf,inf,0
event://1395,104.87,90.01,0,inf,inf,0
event://1389,68.71,270.01,0,inf,inf,0
event://1396,74.68,269.93,0,inf,inf,0
event://1398,106.07,90.04,0,inf,inf,0
event://1397,74.26,269.98,0,inf,inf,0
event://1400,73.21,270.00,1,47.6884,272.26,0
event://1401,72.89,270.03,1,44.9208,256.46,0
event://1399,73.49,269.99,0,inf,inf,0
event://1402,72.64,270.00,0,inf,inf,0
event://1403,72.28,269.98,1,44.0015,251.21,0
event://1404,107.98,90.00,0,inf,inf,0
event://1405,71.78,270.03,1,50.0136,285.54,0
event://1406,71.59,270.02,1,46.1504,263.48,0
event://1408,71.25,270.01,0,inf,inf,0
event://1407,71.35,270.00,0,inf,inf,0
event://1409,71.03,269.98,0,inf,inf,0
event://1410,70.94,270.00,0,inf,inf,0
event://1417,102.70,89.96,0,inf,inf,0
event://1413,70.61,270.02,0,inf,inf,0
event://1411,70.81,270.01,1,45.5547,260.08,0
event://1412,70.75,270.00,0,inf,inf,0
event://1414,70.58,269.97,0,inf,inf,0
event://1416,109.42,89.99,1,48.9952,279.72,0
event://1418,103.04,90.09,0,inf,inf,0
event://1415,109.48,90.01,1,45.2473,258.33,0
event://1419,76.61,269.97,0,inf,inf,0
event://1420,76.24,269.99,0,inf,inf,0
event://1422,75.57,269.95,1,49.2098,280.95,0
event://1421,75.88,269.99,1,43.6327,249.11,0
event://1423,75.25,269.99,0,inf,inf,0
event://1426,74.36,270.06,1,48.7576,278.37,0
event://1427,74.05,269.94,0,inf,inf,0
event://1424,105.08,90.01,1,50.7886,289.96,0
event://1425,105.38,90.00,1,49.1743,280.75,0
event://1431,73.40,270.06,0,inf,inf,0
event://1428,73.83,270.02,0,inf,inf,0
event://1430,73.40,269.93,0,inf,inf,0
event://1432,73.16,269.93,0,inf,inf,0
event://1434,72.87,269.96,0,inf,inf,0
event://1435,107.24,89.97,0,inf,inf,0
event://1429,73.67,270.03,1,48.7423,278.28,0
event://1433,107.04,90.01,1,47.8795,273.35,0
event://1436,107.38,90.06,0,inf,inf,0
event://1437,72.60,269.98,1,50.7911,289.98,0
event://1441,101.09,90.00,0,inf,inf,0
event://1442,78.49,270.05,0,inf,inf,0
event://1438,72.56,270.04,0,inf,inf,0
event://1440,72.58,270.01,1,47.6320,271.94,0
event://1443,101.86,90.04,0,inf,inf,0
event://1439,107.57,90.00,0,inf,inf,0
event://1444,102.22,90.04,0,inf,inf,0
event://1446,77.19,269.90,0,inf,inf,0
event://1447,103.12,89.96,0,inf,inf,0
event://1445,77.47,270.00,0,inf,inf,0
event://1448,103.44,90.02,0,inf,inf,0
event://1451,75.90,269.97,0,inf,inf,0
event://1450,103.90,89.98,0,inf,inf,0
event://1449,103.67,90.02,0,inf,inf,0
event://1455,75.27,269.97,0,inf,inf,0
event://1454,104.64,90.05,0,inf,inf,0
event://1452,104.32,90.02,0,inf,inf,0
event://1453,104.50,89.99,0,inf,inf,0
event://1456,75.03,270.02,1,49.7952,284.29,0
event://1457,105.13,90.05,0,inf,inf,0
event://1459,105.34,90.03,0,inf,inf,0
event://1461,105.46,90.00,0,inf,inf,0
event://1465,80.39,270.02,0,inf,inf,0
event://1462,74.51,270.01,0,inf,inf,0
event://1458,105.29,89.95,0,inf,inf,0
event://1466,79.94,269.98,0,inf,inf,0
event://1460,74.59,269.99,1,48.1442,274.87,0
event://1464,105.65,90.00,0,inf,inf,0
event://1467,79.69,269.97,1,47.2901,269.99,0
event://1463,74.46,270.03,0,inf,inf,0
event://1468,100.66,90.02,0,inf,inf,0
event://1469,100.96,90.02,0,inf,inf,0
event://1471,78.57,269.99,0,inf,inf,0
event://1472,101.67,90.00,1,43.6961,249.47,0
event://1470,78.78,269.98,1,50.1844,286.51,0
event://1473,101.94,89.99,0,inf,inf,0
event://1474,102.15,89.93,1,50.7042,289.48,0
event://1478,77.23,269.96,1,50.5607,288.66,0
event://1475,77.65,269.97,0,inf,inf,0
event://1476,102.56,89.97,0,inf,inf,0
event://1477,102.72,90.02,0,inf,inf,0
event://1479,102.95,89.95,0,inf,inf,0
event://1482,103.34,90.00,0,inf,inf,0
event://1480,76.90,269.98,0,inf,inf,0
event://1483,76.57,269.98,0,inf,inf,0
event://1481,76.75,270.04,0,inf,inf,0
event://1487,103.61,90.04,0,inf,inf,0
event://1485,76.43,270.00,1,44.0513,251.50,0
event://1484,76.50,270.01,0,inf,inf,0
event://1489,81.78,269.97,1,50.6038,288.91,0
event://1486,103.57,90.00,1,44.9460,256.61,0
event://1490,81.38,270.06,0,inf,inf,0
event://1488,76.47,270.02,1,50.1683,286.42,0
event://1491,98.87,89.96,0,inf,inf,0
event://1492,80.87,270.00,0,inf,inf,0
event://1496,100.00,90.01,0,inf,inf,0
event://1495,99.80,90.01,0,inf,inf,0
event://1493,99.35,89.99,0,inf,inf,0
event://1494,80.43,269.99,0,inf,inf,0
event://1498,100.40,89.98,0,inf,inf,0
event://1497,100.23,90.01,0,inf,inf,0
event://1499,79.43,269.99,0,inf,inf,0
event://1502,78.98,270.00,0,inf,inf,0
event://1501,100.86,90.07,1,48.9893,279.69,0
event://1500,100.72,90.04,0,inf,inf,0
event://1503,78.83,269.98,0,inf,inf,0
event://1505,78.65,269.99,0,inf,inf,0
event://1504,78.73,269.98,0,inf,inf,0
event://1510,78.32,270.02,0,inf,inf,0
event://1509,78.39,269.99,0,inf,inf,0
event://1507,78.46,270.00,0,inf,inf,0
event://1508,78.45,270.02,0,inf,inf,0
event://1506,78.55,270.01,1,50.6358,289.09,0
event://1513,96.85,90.05,1,50.6561,289.21,0
event://1511,78.32,270.02,0,inf,inf,0
event://1514,97.14,90.04,0,inf,inf,0
event://1512,78.28,269.95,0,inf,inf,0
event://1515,82.62,270.01,0,inf,inf,0
event://1516,82.39,270.01,0,inf,inf,0
event://1518,97.97,90.00,0,inf,inf,0
event://1517,97.80,90.00,0,inf,inf,0
event://1520,81.66,269.98,0,inf,inf,0
event://1521,81.50,269.99,1,50.5023,288.33,0
event://1519,81.84,269.99,0,inf,inf,0
event://1522,81.35,269.99,0,inf,inf,0
event://1524,98.94,90.01,0,inf,inf,0
event://1525,80.92,270.02,1,43.6940,249.46,0
event://1526,80.84,270.03,0,inf,inf,0
event://1523,98.81,90.01,0,inf,inf,0
event://1529,80.53,269.99,0,inf,inf,0
event://1528,80.63,270.00,0,inf,inf,0
event://1527,80.73,270.00,0,inf,inf,0
event://1530,99.52,90.00,0,inf,inf,0
event://1532,80.39,270.00,1,49.0447,280.01,0
event://1533,80.34,270.00,0,inf,inf,0
event://1534,80.29,270.00,0,inf,inf,0
event://1537,95.58,90.00,1,50.2295,286.77,0
event://1531,80.42,270.00,0,inf,inf,0
event://1536,80.24,269.99,0,inf,inf,0
event://1538,95.71,90.05,0,inf,inf,0
event://1535,99.73,90.00,0,inf,inf,0
event://1539,95.90,89.99,0,inf,inf,0
event://1540,83.94,270.01,0,inf,inf,0
event://1541,83.79,270.02,0,inf,inf,0
event://1542,83.62,270.01,0,inf,inf,0
event://1543,83.50,270.01,0,inf,inf,0
event://1544,96.67,90.01,1,47.1867,269.40,0
event://1545,83.21,270.00,0,inf,inf,0
event://1548,97.12,89.96,0,inf,inf,0
event://1546,83.09,270.02,0,inf,inf,0
event://1549,97.25,90.00,0,inf,inf,0
event://1547,97.03,90.00,0,inf,inf,0
event://1550,82.68,269.99,2,44.7290,255.37,0
event://1551,97.41,90.01,1,50.7552,289.77,0
event://1552,97.50,89.99,0,inf,inf,0
event://1554,97.62,90.00,0,inf,inf,0
event://1553,97.56,90.00,0,inf,inf,0
event://1557,82.25,270.01,0,inf,inf,0
event://1561,94.08,90.03,0,inf,inf,0
event://1558,97.77,90.01,0,inf,inf,0
event://1562,85.75,270.03,0,inf,inf,0
event://1560,97.81,90.01,1,46.4374,265.12,0
event://1555,82.31,270.00,0,inf,inf,0
event://1563,94.43,90.01,1,50.7494,289.74,0
event://1559,82.21,270.00,0,inf,inf,0
event://1556,82.28,270.01,0,inf,inf,0
event://1564,94.54,90.00,0,inf,inf,0
event://1565,94.66,90.00,0,inf,inf,0
event://1566,94.78,90.00,1,50.1722,286.44,0
event://1568,85.00,270.01,1,45.7038,260.93,0
event://1569,95.09,89.99,0,inf,inf,0
event://1567,94.89,90.00,0,inf,inf,0
event://1571,84.73,270.00,1,50.7696,289.86,0
event://1572,95.36,90.00,0,inf,inf,0
event://1570,84.82,270.00,0,inf,inf,0
event://1573,84.56,269.99,0,inf,inf,0
event://1576,95.62,90.00,0,inf,inf,0
event://1574,84.49,270.00,1,43.7788,249.94,0
event://1577,84.34,270.00,1,46.3345,264.53,0
event://1579,95.75,90.02,0,inf,inf,0
event://1578,95.71,90.01,0,inf,inf,0
event://1575,95.56,89.98,0,inf,inf,0
event://1581,95.81,90.00,0,inf,inf,0
event://1580,84.21,270.00,0,inf,inf,0
event://1585,92.76,90.01,0,inf,inf,0
event://1586,92.86,90.02,0,inf,inf,0
event://1584,95.83,90.02,0,inf,inf,0
event://1582,95.81,89.99,1,48.9714,279.59,0
event://1583,84.18,270.00,0,inf,inf,0
event://1587,87.06,269.98,0,inf,inf,0
event://1588,93.02,90.00,0,inf,inf,0
event://1590,86.82,269.99,0,inf,inf,0
event://1589,86.89,269.99,0,inf,inf,0
event://1593,93.40,89.99,0,inf,inf,0
event://1594,93.44,90.00,0,inf,inf,0
event://1595,93.51,90.00,0,inf,inf,0
event://1591,93.24,89.99,0,inf,inf,0
event://1592,86.67,270.00,0,inf,inf,0
event://1596,93.57,90.00,0,inf,inf,0
event://1597,86.38,270.00,0,inf,inf,0
event://1601,93.79,90.00,0,inf,inf,0
event://1598,93.66,90.00,0,inf,inf,0
event://1600,93.75,90.00,0,inf,inf,0
event://1599,86.30,270.01,0,inf,inf,0
event://1602,93.82,90.01,0,inf,inf,0
event://1604,86.14,270.00,0,inf,inf,0
event://1609,91.28,90.00,0,inf,inf,0
event://1610,88.55,270.01,0,inf,inf,0
event://1603,86.16,270.01,0,inf,inf,0
event://1608,86.12,270.00,0,inf,inf,0
event://1607,93.89,89.99,0,inf,inf,0
event://1605,86.13,269.99,1,49.4983,282.60,0
event://1606,93.88,90.01,0,inf,inf,0
event://1611,91.46,90.01,0,inf,inf,0
event://1612,88.50,270.00,0,inf,inf,0
event://1614,91.59,90.00,0,inf,inf,0
event://1613,91.55,90.00,0,inf,inf,0
event://1618,91.78,90.01,0,inf,inf,0
event://1617,91.70,90.00,0,inf,inf,0
event://1619,91.76,89.99,0,inf,inf,0
event://1615,91.63,90.00,0,inf,inf,0
event://1616,91.66,90.00,0,inf,inf,0
event://1620,91.78,90.00,0,inf,inf,0
event://1621,91.80,90.00,0,inf,inf,0
event://1625,88.12,270.00,0,inf,inf,0
event://1626,88.10,270.00,1,47.5307,271.36,0
event://1627,91.92,90.01,0,inf,inf,0
event://1623,91.85,90.00,1,50.2443,286.86,0
event://1622,88.16,270.00,0,inf,inf,0
event://1624,88.13,270.00,1,49.0323,279.94,0
event://1628,88.08,270.00,0,inf,inf,0
event://1633,90.00,90.00,1,44.6470,254.90,0
event://1629,91.93,89.99,0,inf,inf,0
event://1634,90.00,90.00,0,inf,inf,0
event://1632,88.06,270.00,0,inf,inf,0
event://1635,90.00,270.00,0,inf,inf,0
event://1636,90.00,90.00,0,inf,inf,0
event://1631,91.95,89.98,0,inf,inf,0
event://1637,90.00,90.00,0,inf,inf,0
event://1630,91.94,89.99,0,inf,inf,0
event://1638,90.00,90.00,0,inf,inf,0
event://1639,90.00,270.00,0,inf,inf,0
event://1642,90.00,90.00,0,inf,inf,0
event://1640,90.00,90.00,0,inf,inf,0
event://1641,90.00,90.00,0,inf,inf,0
event://1643,90.00,270.00,0,inf,inf,0
event://1645,90.00,90.00,0,inf,inf,0
event://1644,90.00,270.00,0,inf,inf,0
event://1646,90.00,270.00,0,inf,inf,0
event://1647,90.00,270.00,0,inf,inf,0
event://1648,90.00,90.00,0,inf,inf,0
event://1650,90.00,90.00,0,inf,inf,0
event://1649,90.00,270.00,0,inf,inf,0
event://1651,90.00,270.00,0,inf,inf,0
event://1652,90.00,270.00,0,inf,inf,0
event://1654,90.00,270.00,0,inf,inf,0
event://1653,90.00,90.00,1,47.4875,271.12,0
event://1655,90.00,270.00,0,inf,inf,0
event://1656,90.00,270.00,0,inf,inf,0
